User,Artist,Plays
User 187,led zeppelin,5591
User 187,nofx,3163
User 187,the rolling stones,2764
User 187,tool,2713
User 187,muse,2425
User 187,interpol,2340
User 187,bob dylan,1933
User 187,modest mouse,1320
User 187,elliott smith,1184
User 187,eminem,1001
User 187,massive attack,976
User 188,pearl jam,7323
User 188,nirvana,5726
User 188,nine inch nails,5368
User 188,queens of the stone age,5232
User 188,foo fighters,3700
User 188,radiohead,2156
User 188,beck,2094
User 188,tool,2044
User 188,a perfect circle,1995
User 188,the smashing pumpkins,1926
User 188,muse,1507
User 188,red hot chili peppers,1258
User 188,the white stripes,1048
User 188,rage against the machine,839
User 188,coldplay,718
User 188,system of a down,702
User 188,incubus,654
User 188,sigur rós,610
User 188,the doors,422
User 188,kings of leon,393
User 188,pixies,356
User 189,muse,5077
User 189,fall out boy,4725
User 189,foo fighters,4193
User 189,blink-182,3005
User 189,radiohead,2919
User 189,nirvana,2595
User 189,the beatles,2434
User 189,daft punk,2303
User 189,queens of the stone age,2157
User 189,the strokes,1520
User 189,red hot chili peppers,1493
User 189,jack johnson,1449
User 189,arctic monkeys,1414
User 189,my chemical romance,1319
User 189,eminem,1093
User 189,metallica,1092
User 189,coldplay,1045
User 189,slipknot,866
User 189,the shins,846
User 189,the offspring,796
User 189,the white stripes,783
User 189,david bowie,717
User 189,queen,616
User 189,system of a down,601
User 189,the smashing pumpkins,515
User 189,kings of leon,431
User 190,boards of canada,18185
User 190,massive attack,5778
User 190,air,5254
User 190,radiohead,3634
User 190,depeche mode,3085
User 190,moby,2747
User 190,megadeth,2216
User 190,portishead,2104
User 190,rage against the machine,1564
User 190,opeth,1366
User 191,nine inch nails,8413
User 191,a perfect circle,5173
User 191,incubus,4938
User 191,linkin park,4720
User 191,system of a down,4297
User 191,koЯn,3537
User 191,rage against the machine,2302
User 191,nofx,2124
User 191,rammstein,1848
User 191,nightwish,1304
User 191,gorillaz,1277
User 191,muse,1176
User 191,oasis,1032
User 191,evanescence,856
User 191,the killers,811
User 191,the offspring,697
User 191,tool,694
User 191,disturbed,685
User 192,koЯn,19517
User 192,disturbed,11221
User 192,nine inch nails,4837
User 192,linkin park,4126
User 192,rammstein,3263
User 192,the prodigy,1024
User 192,metallica,530
User 192,slipknot,325
User 192,marilyn manson,280
User 192,nightwish,245
User 192,depeche mode,189
User 192,red hot chili peppers,155
User 192,rage against the machine,86
User 192,david bowie,68
User 193,johnny cash,42792
User 193,the doors,1164
User 193,bob dylan,915
User 193,jack johnson,379
User 193,rammstein,348
User 193,eminem,260
User 194,system of a down,23296
User 194,the beatles,6802
User 194,arctic monkeys,3921
User 194,the strokes,1695
User 194,tegan and sara,1639
User 194,johnny cash,1617
User 194,bloc party,1172
User 194,kanye west,1168
User 194,ac/dc,1139
User 194,paramore,1072
User 194,blink-182,728
User 194,pink floyd,392
User 194,death cab for cutie,336
User 194,ramones,327
User 194,elliott smith,239
User 194,oasis,222
User 195,the smiths,21978
User 195,bloc party,5001
User 195,the kooks,2312
User 195,oasis,2140
User 195,kings of leon,1911
User 195,interpol,1666
User 195,arcade fire,1606
User 195,sigur rós,1527
User 195,sufjan stevens,1454
User 195,gorillaz,1303
User 195,coldplay,1270
User 195,joy division,1225
User 195,daft punk,1223
User 195,radiohead,1146
User 196,muse,44036
User 196,linkin park,691
User 196,my chemical romance,380
User 196,paramore,266
User 196,coldplay,168
User 196,oasis,66
User 196,fall out boy,40
User 196,evanescence,38
User 196,disturbed,15
User 197,the rolling stones,11240
User 197,queen,9938
User 197,red hot chili peppers,9687
User 197,oasis,3220
User 197,beck,2546
User 197,pixies,2058
User 197,the beatles,1970
User 197,foo fighters,1188
User 197,amy winehouse,1154
User 197,coldplay,866
User 197,the clash,833
User 197,david bowie,719
User 198,in flames,34760
User 198,red hot chili peppers,3114
User 198,foo fighters,1504
User 198,koЯn,1175
User 198,slipknot,1135
User 198,children of bodom,882
User 198,linkin park,666
User 198,the offspring,635
User 198,disturbed,294
User 198,dream theater,283
User 198,rammstein,276
User 198,my chemical romance,229
User 198,rise against,206
User 198,green day,180
User 199,the doors,9198
User 199,pink floyd,8145
User 199,dream theater,7598
User 199,nine inch nails,4881
User 199,porcupine tree,3004
User 199,the beatles,2644
User 199,metallica,1497
User 199,led zeppelin,1482
User 199,red hot chili peppers,1433
User 199,the white stripes,1163
User 199,in flames,865
User 199,rammstein,771
User 199,gorillaz,770
User 199,ac/dc,675
User 199,tom waits,622
User 199,kings of leon,580
User 200,tori amos,6894
User 200,queens of the stone age,5716
User 200,foo fighters,4547
User 200,nirvana,4219
User 200,nine inch nails,4143
User 200,radiohead,4071
User 200,muse,3474
User 200,tom waits,2460
User 200,johnny cash,2327
User 200,interpol,2039
User 200,a perfect circle,1943
User 200,daft punk,1722
User 200,the clash,1593
User 201,madonna,21604
User 201,björk,10748
User 201,massive attack,5878
User 201,tori amos,4543
User 201,britney spears,1155
User 201,depeche mode,1155
User 202,in flames,26745
User 202,slipknot,11932
User 202,rammstein,5079
User 202,massive attack,456
User 202,koЯn,374
User 202,linkin park,244
User 202,children of bodom,156
User 203,iron maiden,12721
User 203,sonata arctica,11884
User 203,muse,4510
User 203,metallica,4495
User 203,dream theater,2649
User 203,the strokes,2576
User 203,megadeth,2311
User 203,nightwish,1015
User 203,ac/dc,880
User 203,system of a down,650
User 203,nirvana,440
User 203,u2,262
User 203,bob dylan,261
User 203,the killers,215
User 204,beck,6765
User 204,bob dylan,5780
User 204,radiohead,4945
User 204,the rolling stones,4588
User 204,the beatles,4170
User 204,elliott smith,3507
User 204,pink floyd,3206
User 204,joy division,1666
User 204,kings of leon,1480
User 204,david bowie,1469
User 204,air,1287
User 204,the white stripes,1152
User 204,the smashing pumpkins,1129
User 204,björk,1036
User 204,daft punk,974
User 204,the strokes,859
User 204,pixies,848
User 205,pink floyd,13042
User 205,u2,8402
User 205,madonna,6189
User 205,the rolling stones,3771
User 205,queen,3110
User 205,coldplay,2806
User 205,nightwish,2630
User 205,the beatles,1942
User 205,r.e.m.,1639
User 205,led zeppelin,1313
User 206,depeche mode,17629
User 206,madonna,4564
User 206,nine inch nails,4516
User 206,tom waits,3737
User 206,massive attack,2810
User 206,beck,2513
User 206,björk,2071
User 206,radiohead,1863
User 206,rammstein,1197
User 206,the prodigy,1174
User 206,tool,789
User 206,placebo,663
User 206,muse,652
User 206,marilyn manson,631
User 207,the killers,14808
User 207,linkin park,5621
User 207,death cab for cutie,3436
User 207,muse,2703
User 207,oasis,2524
User 207,my chemical romance,2507
User 207,rammstein,1823
User 207,disturbed,1687
User 207,system of a down,1400
User 207,kings of leon,1313
User 207,metallica,1245
User 207,rage against the machine,1000
User 207,moby,958
User 207,franz ferdinand,869
User 207,evanescence,545
User 207,daft punk,503
User 207,the prodigy,493
User 207,the strokes,479
User 207,coldplay,470
User 207,kanye west,417
User 208,nine inch nails,6203
User 208,the smashing pumpkins,4025
User 208,the cure,3823
User 208,pearl jam,2590
User 208,marilyn manson,2388
User 208,pink floyd,2331
User 208,red hot chili peppers,2325
User 208,radiohead,1786
User 208,muse,1748
User 208,the doors,1416
User 208,metallica,1414
User 208,nirvana,1377
User 208,system of a down,1192
User 208,depeche mode,1067
User 208,tool,1033
User 208,led zeppelin,1010
User 208,belle and sebastian,957
User 208,death cab for cutie,940
User 208,in flames,937
User 208,the beatles,935
User 208,elliott smith,921
User 208,placebo,869
User 208,a perfect circle,855
User 208,the shins,774
User 208,rammstein,638
User 208,foo fighters,637
User 208,air,580
User 209,pink floyd,12533
User 209,radiohead,4321
User 209,queen,3921
User 209,u2,3353
User 209,r.e.m.,2946
User 209,bob dylan,1701
User 209,oasis,1665
User 209,depeche mode,1541
User 209,red hot chili peppers,1502
User 209,the rolling stones,1434
User 209,the beatles,1307
User 209,the white stripes,1097
User 209,the doors,1071
User 209,dream theater,782
User 209,rammstein,751
User 209,coldplay,720
User 209,metallica,709
User 209,queens of the stone age,585
User 209,pearl jam,576
User 209,moby,571
User 209,franz ferdinand,493
User 209,koЯn,450
User 209,nirvana,370
User 209,muse,359
User 210,led zeppelin,38286
User 210,pink floyd,2321
User 210,the doors,1105
User 210,the beatles,822
User 210,portishead,548
User 210,joy division,407
User 210,depeche mode,392
User 210,porcupine tree,337
User 210,moby,310
User 210,bob dylan,221
User 211,depeche mode,12322
User 211,u2,7724
User 211,the cure,7050
User 211,madonna,5103
User 211,queen,2498
User 211,david bowie,2116
User 211,the beatles,2110
User 211,oasis,1944
User 211,muse,1622
User 211,iron maiden,1415
User 211,placebo,804
User 212,koЯn,18042
User 212,children of bodom,7353
User 212,system of a down,7314
User 212,marilyn manson,3167
User 212,rammstein,2501
User 212,nightwish,2144
User 212,the prodigy,2110
User 212,the smashing pumpkins,1245
User 212,nine inch nails,788
User 213,red hot chili peppers,8497
User 213,led zeppelin,6917
User 213,arctic monkeys,6517
User 213,rage against the machine,3971
User 213,death cab for cutie,3677
User 213,linkin park,3572
User 213,gorillaz,3008
User 213,interpol,2493
User 213,the white stripes,2027
User 213,tegan and sara,2024
User 213,green day,1909
User 214,incubus,22361
User 214,foo fighters,4823
User 214,u2,2036
User 214,queen,1977
User 214,green day,1974
User 214,linkin park,1776
User 214,red hot chili peppers,1662
User 214,the offspring,1536
User 214,coldplay,1160
User 214,jack johnson,869
User 214,the rolling stones,841
User 214,paramore,835
User 214,bloc party,778
User 214,the shins,663
User 214,avril lavigne,657
User 214,r.e.m.,656
User 215,green day,15254
User 215,rise against,9110
User 215,gorillaz,6339
User 215,the offspring,5740
User 215,johnny cash,2073
User 215,queens of the stone age,2040
User 215,red hot chili peppers,1783
User 215,in flames,1362
User 215,eminem,878
User 216,nightwish,21172
User 216,children of bodom,17136
User 216,sonata arctica,5513
User 216,disturbed,236
User 216,dream theater,151
User 216,opeth,142
User 216,the beatles,115
User 217,daft punk,22123
User 217,my chemical romance,4506
User 217,the white stripes,3813
User 217,metallica,3694
User 217,koЯn,2634
User 217,system of a down,2310
User 217,rammstein,2017
User 217,muse,1808
User 217,red hot chili peppers,1514
User 218,dream theater,10853
User 218,in flames,9615
User 218,nightwish,5744
User 218,children of bodom,5221
User 218,metallica,3191
User 218,eminem,2959
User 218,system of a down,2587
User 218,nirvana,2053
User 218,massive attack,1098
User 218,disturbed,1088
User 219,the beatles,22945
User 219,pink floyd,6826
User 219,the doors,1939
User 219,bright eyes,1663
User 219,led zeppelin,1575
User 219,bob dylan,1310
User 219,the rolling stones,1303
User 219,queen,1160
User 219,the smiths,986
User 219,coldplay,813
User 219,david bowie,688
User 219,belle and sebastian,667
User 219,oasis,587
User 219,the clash,573
User 219,radiohead,556
User 219,muse,327
User 219,ramones,269
User 219,the white stripes,215
User 220,u2,18973
User 220,red hot chili peppers,12603
User 220,the killers,7365
User 220,arctic monkeys,1661
User 220,system of a down,1573
User 220,franz ferdinand,1272
User 220,the cure,776
User 221,green day,36257
User 221,my chemical romance,2008
User 221,the offspring,1690
User 221,pink floyd,1581
User 221,the beatles,1113
User 221,pearl jam,296
User 221,the killers,253
User 221,u2,240
User 221,red hot chili peppers,144
User 221,blink-182,140
User 221,bad religion,131
User 221,nirvana,118
User 221,oasis,112
User 222,the rolling stones,4671
User 222,tool,4464
User 222,bob dylan,2889
User 222,death cab for cutie,2715
User 222,the smashing pumpkins,2615
User 222,red hot chili peppers,2557
User 222,metallica,2496
User 222,tom waits,2422
User 222,pixies,2382
User 222,queens of the stone age,2097
User 222,nirvana,2042
User 222,pearl jam,2038
User 222,radiohead,2018
User 222,koЯn,1971
User 222,r.e.m.,1800
User 222,system of a down,1793
User 222,marilyn manson,1615
User 222,belle and sebastian,1481
User 223,tool,10625
User 223,my chemical romance,4867
User 223,tori amos,3746
User 223,radiohead,2931
User 223,bright eyes,2824
User 223,system of a down,2632
User 223,opeth,1683
User 223,muse,1584
User 223,pearl jam,1564
User 223,u2,1542
User 223,porcupine tree,1273
User 223,children of bodom,1224
User 223,nightwish,1118
User 223,the beatles,996
User 223,metallica,858
User 223,avril lavigne,807
User 223,red hot chili peppers,743
User 223,pink floyd,722
User 223,queen,697
User 223,madonna,658
User 223,linkin park,597
User 223,nirvana,369
User 224,evanescence,18017
User 224,sufjan stevens,8679
User 224,avril lavigne,5119
User 224,linkin park,3540
User 224,britney spears,2064
User 224,my chemical romance,2014
User 224,madonna,1119
User 224,interpol,824
User 224,system of a down,815
User 224,paramore,794
User 224,coldplay,594
User 224,muse,470
User 225,avril lavigne,33683
User 225,my chemical romance,4514
User 225,paramore,2288
User 225,eminem,809
User 225,nightwish,670
User 225,muse,560
User 225,blink-182,433
User 225,fall out boy,347
User 225,oasis,328
User 225,the cure,232
User 226,moby,12165
User 226,r.e.m.,9367
User 226,sufjan stevens,3703
User 226,bright eyes,3408
User 226,pink floyd,1712
User 226,the doors,1642
User 226,radiohead,1615
User 226,the smiths,1582
User 226,the beatles,1287
User 226,interpol,1272
User 226,david bowie,1253
User 226,opeth,1202
User 226,u2,1072
User 226,the shins,1020
User 226,the smashing pumpkins,841
User 226,modest mouse,714
User 227,pink floyd,12055
User 227,metallica,3337
User 227,opeth,3194
User 227,linkin park,3190
User 227,system of a down,2813
User 227,the offspring,2750
User 227,koЯn,2077
User 227,foo fighters,2001
User 227,pearl jam,1779
User 227,rage against the machine,1746
User 227,tool,1696
User 227,a perfect circle,1370
User 227,the smashing pumpkins,1314
User 227,evanescence,1135
User 227,nirvana,1123
User 227,slipknot,1118
User 227,disturbed,1116
User 228,metallica,17506
User 228,in flames,12672
User 228,johnny cash,3187
User 228,marilyn manson,1984
User 228,nine inch nails,1827
User 228,rammstein,1459
User 228,oasis,1241
User 228,opeth,1241
User 228,children of bodom,943
User 228,tool,936
User 228,koЯn,738
User 229,rise against,19347
User 229,marilyn manson,5098
User 229,foo fighters,3937
User 229,rage against the machine,3285
User 229,nirvana,3246
User 229,in flames,2410
User 229,linkin park,2331
User 229,fall out boy,1364
User 229,the offspring,686
User 229,koЯn,663
User 229,ramones,611
User 229,metallica,582
User 230,pearl jam,14398
User 230,death cab for cutie,6919
User 230,modest mouse,5602
User 230,led zeppelin,4233
User 230,fall out boy,3272
User 230,jack johnson,2302
User 230,avril lavigne,1914
User 230,my chemical romance,1264
User 230,oasis,1088
User 230,bob dylan,898
User 230,coldplay,799
User 230,incubus,755
User 231,the smiths,16309
User 231,amy winehouse,15407
User 231,pink floyd,6649
User 231,oasis,2696
User 231,johnny cash,1677
User 231,depeche mode,322
User 231,daft punk,305
User 232,oasis,5701
User 232,arctic monkeys,3918
User 232,radiohead,3358
User 232,led zeppelin,3102
User 232,the smashing pumpkins,2682
User 232,bloc party,2432
User 232,the strokes,2133
User 232,sigur rós,1761
User 232,nirvana,1544
User 232,joy division,1352
User 232,the doors,1282
User 232,placebo,1213
User 232,portishead,1125
User 232,foo fighters,1103
User 232,incubus,1087
User 232,kings of leon,1025
User 232,muse,1004
User 232,ramones,776
User 232,pearl jam,736
User 232,metallica,721
User 232,björk,692
User 232,pink floyd,669
User 232,the smiths,655
User 232,the killers,578
User 232,tori amos,555
User 232,death cab for cutie,545
User 232,tool,529
User 232,fall out boy,507
User 232,blink-182,499
User 233,david bowie,11986
User 233,radiohead,3003
User 233,led zeppelin,2701
User 233,placebo,2557
User 233,the rolling stones,2241
User 233,pixies,2036
User 233,bob dylan,1682
User 233,muse,1634
User 233,the smashing pumpkins,1603
User 233,the beatles,1399
User 233,kings of leon,1172
User 233,joy division,1114
User 233,coldplay,1084
User 233,björk,951
User 233,the clash,941
User 233,pink floyd,937
User 233,the doors,918
User 233,queen,832
User 233,franz ferdinand,807
User 233,u2,800
User 233,nirvana,736
User 233,the cure,734
User 233,oasis,658
User 233,ac/dc,637
User 234,fall out boy,31776
User 234,nightwish,6511
User 234,slipknot,1587
User 234,ramones,434
User 234,madonna,388
User 234,arctic monkeys,371
User 234,rammstein,364
User 234,pink floyd,363
User 234,britney spears,350
User 234,the beatles,325
User 234,coldplay,251
User 234,the offspring,215
User 234,linkin park,204
User 235,nine inch nails,18914
User 235,pink floyd,7139
User 235,metallica,4209
User 235,rage against the machine,3016
User 235,ac/dc,2792
User 235,iron maiden,2218
User 235,the beatles,1175
User 235,slipknot,629
User 235,marilyn manson,546
User 235,nirvana,457
User 235,bob dylan,411
User 235,johnny cash,406
User 235,daft punk,401
User 235,queen,329
User 235,system of a down,204
User 235,dream theater,155
User 235,led zeppelin,119
User 236,bob dylan,18218
User 236,led zeppelin,7925
User 236,pink floyd,7034
User 236,the doors,2225
User 236,arcade fire,1756
User 236,the rolling stones,1725
User 236,death cab for cutie,1501
User 236,the beatles,1377
User 236,coldplay,1254
User 237,queen,6520
User 237,nine inch nails,6000
User 237,depeche mode,4639
User 237,iron maiden,2687
User 237,metallica,2550
User 237,nirvana,2515
User 237,the cure,2009
User 237,the smiths,1847
User 237,r.e.m.,1775
User 237,madonna,1748
User 237,pink floyd,1700
User 237,britney spears,1597
User 237,evanescence,1379
User 237,johnny cash,1373
User 237,the smashing pumpkins,1370
User 237,david bowie,1156
User 237,marilyn manson,1094
User 237,blink-182,883
User 238,david bowie,17438
User 238,radiohead,5376
User 238,the smashing pumpkins,3636
User 238,beck,2379
User 238,placebo,1847
User 238,nine inch nails,1766
User 238,bloc party,1622
User 238,massive attack,1498
User 238,air,1399
User 238,coldplay,1280
User 238,daft punk,1048
User 238,pixies,845
User 238,oasis,793
User 238,the white stripes,698
User 238,sigur rós,631
User 238,pink floyd,508
User 239,paramore,6703
User 239,nirvana,6587
User 239,iron maiden,4858
User 239,my chemical romance,4349
User 239,fall out boy,2746
User 239,blink-182,2269
User 239,britney spears,1637
User 239,joy division,1622
User 239,pink floyd,1566
User 239,the offspring,1334
User 239,the cure,1277
User 239,ramones,1176
User 239,interpol,955
User 239,u2,931
User 239,queen,923
User 239,the rolling stones,825
User 239,marilyn manson,771
User 239,red hot chili peppers,767
User 239,david bowie,722
User 239,green day,634
User 240,radiohead,5539
User 240,pearl jam,4782
User 240,u2,4343
User 240,r.e.m.,4105
User 240,the smashing pumpkins,3656
User 240,tori amos,2682
User 240,modest mouse,2409
User 240,bob dylan,1799
User 240,tom waits,1721
User 240,björk,1717
User 240,nirvana,1555
User 240,massive attack,1295
User 240,portishead,1278
User 240,death cab for cutie,1138
User 240,beck,1062
User 240,the shins,956
User 240,air,902
User 240,elliott smith,854
User 240,the white stripes,757
User 241,blink-182,16372
User 241,rise against,10327
User 241,the prodigy,3722
User 241,a perfect circle,3609
User 241,the kooks,2185
User 241,placebo,1366
User 241,fall out boy,1365
User 241,kanye west,737
User 241,nofx,728
User 241,massive attack,594
User 241,daft punk,327
User 241,rage against the machine,323
User 241,muse,317
User 241,arctic monkeys,278
User 241,the smashing pumpkins,275
User 242,placebo,24556
User 242,madonna,3152
User 242,muse,2768
User 242,arctic monkeys,2294
User 242,the killers,2064
User 242,blink-182,1537
User 242,franz ferdinand,1102
User 242,my chemical romance,1046
User 242,evanescence,787
User 242,gorillaz,568
User 242,green day,548
User 242,nightwish,440
User 242,the kooks,433
User 242,britney spears,353
User 242,queen,327
User 242,linkin park,272
User 242,radiohead,240
User 243,radiohead,14335
User 243,bloc party,3443
User 243,modest mouse,3140
User 243,interpol,2010
User 243,the shins,1727
User 243,death cab for cutie,1661
User 243,oasis,1651
User 243,the smiths,1582
User 243,massive attack,1488
User 243,coldplay,1201
User 243,the clash,1199
User 243,arctic monkeys,1189
User 243,david bowie,1118
User 243,arcade fire,1109
User 243,joy division,1013
User 243,pixies,881
User 243,sigur rós,823
User 243,kanye west,813
User 243,daft punk,724
User 243,the smashing pumpkins,681
User 243,portishead,669
User 244,blink-182,9392
User 244,avril lavigne,6598
User 244,system of a down,5150
User 244,fall out boy,5125
User 244,green day,3939
User 244,linkin park,3906
User 244,my chemical romance,2565
User 244,slipknot,2217
User 244,evanescence,1824
User 244,rise against,1672
User 245,the strokes,8869
User 245,death cab for cutie,7928
User 245,bloc party,5682
User 245,arcade fire,5573
User 245,the smiths,2597
User 245,pixies,2554
User 245,franz ferdinand,2491
User 245,tegan and sara,2470
User 245,the killers,1657
User 245,radiohead,1249
User 245,depeche mode,1230
User 246,system of a down,19027
User 246,slipknot,7332
User 246,metallica,3690
User 246,linkin park,2838
User 246,the offspring,2505
User 246,red hot chili peppers,2407
User 246,koЯn,2323
User 246,the prodigy,1413
User 246,nirvana,756
User 247,the shins,19524
User 247,bad religion,9687
User 247,radiohead,3717
User 247,nofx,3150
User 247,the offspring,2211
User 247,arctic monkeys,1911
User 247,system of a down,717
User 247,daft punk,703
User 247,the prodigy,643
User 248,u2,8998
User 248,moby,4066
User 248,oasis,3106
User 248,air,3003
User 248,coldplay,2850
User 248,massive attack,2788
User 248,björk,2696
User 248,r.e.m.,2330
User 248,boards of canada,2230
User 248,portishead,2196
User 248,the beatles,2162
User 248,radiohead,2103
User 248,muse,1885
User 248,the killers,1845
User 249,nine inch nails,23513
User 249,rammstein,5209
User 249,tom waits,4472
User 249,bob dylan,3242
User 249,pink floyd,2110
User 249,foo fighters,1020
User 249,johnny cash,867
User 249,daft punk,718
User 249,the prodigy,534
User 249,massive attack,519
User 250,the beatles,16424
User 250,red hot chili peppers,6923
User 250,dream theater,4797
User 250,pink floyd,2794
User 250,system of a down,1825
User 250,queen,1306
User 250,foo fighters,1263
User 250,metallica,1216
User 250,led zeppelin,1173
User 250,incubus,1120
User 250,the doors,741
User 250,rage against the machine,578
User 250,oasis,560
User 250,megadeth,468
User 250,iron maiden,464
User 250,queens of the stone age,387
User 251,oasis,8166
User 251,ramones,5353
User 251,the clash,3841
User 251,david bowie,3536
User 251,the cure,2873
User 251,the beatles,2493
User 251,megadeth,1978
User 251,the strokes,1970
User 251,green day,1916
User 251,the rolling stones,1518
User 251,iron maiden,1353
User 251,pink floyd,1244
User 251,bad religion,1021
User 251,queen,901
User 251,red hot chili peppers,879
User 251,the white stripes,813
User 251,the smiths,735
User 251,nine inch nails,685
User 251,nirvana,658
User 252,the clash,8085
User 252,david bowie,6730
User 252,tom waits,6180
User 252,the beatles,5540
User 252,red hot chili peppers,3551
User 252,the strokes,3352
User 252,radiohead,1945
User 252,portishead,1732
User 252,u2,1379
User 252,the smiths,1102
User 252,the prodigy,1076
User 252,coldplay,642
User 252,daft punk,589
User 253,radiohead,13427
User 253,muse,11597
User 253,coldplay,4717
User 253,incubus,3312
User 253,red hot chili peppers,1907
User 253,the offspring,1307
User 253,placebo,1270
User 253,franz ferdinand,1163
User 253,gorillaz,874
User 253,rise against,819
User 253,eminem,376
User 253,modest mouse,321
User 253,evanescence,215
User 253,iron maiden,174
User 253,queen,133
User 253,the killers,120
User 253,foo fighters,108
User 254,the beatles,39655
User 254,the rolling stones,2172
User 255,foo fighters,4010
User 255,red hot chili peppers,3825
User 255,beck,3535
User 255,led zeppelin,3527
User 255,pink floyd,3365
User 255,queens of the stone age,2772
User 255,daft punk,2582
User 255,blink-182,1886
User 255,the beatles,1744
User 255,incubus,1719
User 255,arctic monkeys,1689
User 255,system of a down,1565
User 255,jack johnson,1547
User 255,modest mouse,1340
User 255,rage against the machine,1298
User 255,the rolling stones,1141
User 255,death cab for cutie,887
User 255,the doors,758
User 255,the strokes,739
User 255,the white stripes,677
User 255,ac/dc,625
User 255,nine inch nails,501
User 256,depeche mode,21998
User 256,nine inch nails,16702
User 256,massive attack,1005
User 256,koЯn,803
User 256,david bowie,535
User 256,r.e.m.,529
User 257,bloc party,9707
User 257,madonna,9553
User 257,interpol,6526
User 257,arctic monkeys,2905
User 257,muse,2280
User 257,the strokes,2012
User 257,britney spears,1717
User 257,coldplay,1581
User 257,amy winehouse,1459
User 257,radiohead,1199
User 257,green day,1022
User 257,the kooks,815
User 257,the killers,770
User 258,placebo,16699
User 258,nine inch nails,1926
User 258,queens of the stone age,1905
User 258,muse,1889
User 258,radiohead,1437
User 258,coldplay,1310
User 258,incubus,1290
User 258,a perfect circle,1216
User 258,marilyn manson,1203
User 258,bright eyes,1073
User 258,my chemical romance,1042
User 258,interpol,993
User 258,rammstein,855
User 258,arctic monkeys,818
User 258,slipknot,793
User 258,rage against the machine,729
User 258,bloc party,725
User 258,system of a down,701
User 258,björk,674
User 258,foo fighters,650
User 258,pearl jam,644
User 258,death cab for cutie,637
User 258,the beatles,621
User 258,the cure,613
User 258,nirvana,540
User 258,the smashing pumpkins,505
User 259,the smashing pumpkins,19329
User 259,rammstein,14983
User 259,modest mouse,4794
User 259,arctic monkeys,312
User 259,muse,243
User 259,paramore,220
User 259,the offspring,198
User 259,the shins,174
User 259,johnny cash,161
User 259,metallica,156
User 259,system of a down,147
User 259,disturbed,130
User 259,gorillaz,126
User 259,nine inch nails,111
User 259,foo fighters,105
User 259,franz ferdinand,74
User 259,queens of the stone age,70
User 259,the killers,69
User 259,fall out boy,63
User 260,nine inch nails,3842
User 260,nirvana,3616
User 260,metallica,3575
User 260,marilyn manson,3231
User 260,megadeth,3055
User 260,beck,2932
User 260,the smashing pumpkins,2411
User 260,air,1882
User 260,massive attack,1857
User 260,radiohead,1836
User 260,rage against the machine,1830
User 260,björk,1790
User 260,linkin park,1717
User 260,koЯn,1664
User 260,in flames,1596
User 260,children of bodom,1593
User 260,rammstein,1535
User 260,evanescence,1475
User 261,koЯn,5753
User 261,tool,5741
User 261,system of a down,4770
User 261,green day,3248
User 261,rage against the machine,3240
User 261,gorillaz,2564
User 261,slipknot,2488
User 261,portishead,2292
User 261,depeche mode,2188
User 261,children of bodom,1284
User 261,rammstein,1208
User 261,marilyn manson,1195
User 261,the white stripes,1155
User 261,metallica,1137
User 261,u2,1087
User 261,massive attack,854
User 261,a perfect circle,579
User 261,the beatles,570
User 262,elliott smith,11395
User 262,bright eyes,10016
User 262,the beatles,6631
User 262,the cure,5092
User 262,rammstein,2534
User 262,marilyn manson,1692
User 262,belle and sebastian,1491
User 262,sufjan stevens,1342
User 262,the smashing pumpkins,1152
User 263,muse,10163
User 263,the smashing pumpkins,8521
User 263,jack johnson,5350
User 263,led zeppelin,2147
User 263,nirvana,1426
User 263,children of bodom,1380
User 263,oasis,1313
User 263,the offspring,1246
User 263,iron maiden,1239
User 263,system of a down,1061
User 263,rage against the machine,1040
User 263,the beatles,1028
User 263,red hot chili peppers,973
User 263,the prodigy,889
User 263,foo fighters,626
User 263,franz ferdinand,588
User 263,placebo,563
User 263,gorillaz,509
User 263,daft punk,463
User 263,koЯn,436
User 263,the killers,330
User 264,porcupine tree,15136
User 264,tool,5758
User 264,a perfect circle,3578
User 264,bloc party,2350
User 264,koЯn,2336
User 264,placebo,1897
User 264,portishead,1639
User 264,the prodigy,1221
User 264,the offspring,1191
User 264,björk,1186
User 264,nine inch nails,1068
User 264,rage against the machine,999
User 264,nirvana,780
User 264,the killers,662
User 264,arcade fire,529
User 264,disturbed,466
User 264,sufjan stevens,456
User 265,elliott smith,7781
User 265,the beatles,7404
User 265,radiohead,7057
User 265,bob dylan,3188
User 265,jack johnson,2683
User 265,led zeppelin,1723
User 265,bright eyes,1549
User 265,the white stripes,1523
User 265,coldplay,1310
User 265,pink floyd,1203
User 265,death cab for cutie,1049
User 265,johnny cash,903
User 265,incubus,763
User 265,sufjan stevens,674
User 265,nirvana,646
User 265,björk,603
User 265,air,571
User 265,sigur rós,528
User 266,queens of the stone age,6110
User 266,radiohead,3949
User 266,the white stripes,3157
User 266,kanye west,2650
User 266,muse,2447
User 266,gorillaz,2129
User 266,oasis,1608
User 266,the cure,1586
User 266,modest mouse,1548
User 266,jack johnson,1393
User 266,red hot chili peppers,1338
User 266,the clash,1266
User 266,the strokes,1173
User 266,coldplay,1104
User 266,the beatles,1091
User 266,portishead,1045
User 266,daft punk,1037
User 266,kings of leon,1014
User 266,arctic monkeys,966
User 266,linkin park,960
User 266,death cab for cutie,924
User 266,eminem,910
